Time;L.AnkleF;L.AnkleS;L.HipF;L.HipR;L.HipS;L.Knee;L.ShoulderF;L.ShoulderS;R.AnkleF;R.AnkleS;R.HipF;R.HipR;R.HipS;R.Knee;R.ShoulderF;R.ShoulderS;TorsoR;L.HipF_real;L.HipS_real;L.HipR_real;L.Knee_real;L.AnkleF_real;L.AnkleS_real;R.HipF_real;R.HipS_real;R.HipR_real;R.Knee_real;R.AnkleF_real;R.AnkleS_real;TorsoS_real;TorsoF_real;TorsoR_real;L.ShoulderF_real;L.ShoulderS_real;L.ElbowR_real;L.Elbow_real;Neck_real;HeadR_real;HeadF_real;R.ShoulderF_real;R.ShoulderS_real;R.ElbowR_real;R.Elbow_real
9.665;-11.36;20.8993;9.72579;0.0480712;-17.0747;2.64695;-20.6668;-2.84496;13.1988;-29.3636;-11.5865;-0.203686;-40.3524;68.9992;-42.9084;2.74326;-0.057926;9.70939;-11.9555;0.161411;2.66607;-11.4189;21.0171;-11.6893;-18.4414;-0.252211;68.9796;13.2103;-29.574;0.11502;-0.16393;-0.0982574;-20.8265;-0.0684999;-14.9987;-25.0186;0.0207911;-0.020934;0.0349706;-42.7876;0.0354623;15.004;-25.0086
9.67;-11.0818;21.1125;9.48887;0.0485295;-17.2906;2.64626;-20.458;-2.89212;12.8847;-27.7254;-11.3144;-0.204489;-41.8209;68.8283;-43.0927;2.68838;-0.0206838;9.49418;-11.9714;-0.10146;2.63867;-10.9982;21.161;-11.3066;-18.9093;-0.205999;68.8281;12.8943;-27.7242;0.0660343;-0.246185;0.0757605;-20.511;0.084667;-14.9726;-24.9952;-0.028743;-0.0244539;-0.00665042;-43.0927;0.0329488;15.0044;-25.0016
9.675;-10.7823;21.3278;9.23373;0.048816;-17.5051;2.64941;-20.2453;-2.9371;12.5458;-26.068;-11.0204;-0.205004;-43.2076;68.5562;-43.2804;2.63486;0.0170168;9.45902;-12.1125;0.0552972;2.64566;-11.1911;20.88;-11.321;-19.6847;-0.255061;68.8344;12.8847;-27.6844;0.123545;-0.155828;-0.11226;-20.473;-0.140851;-14.9782;-25.0049;0.0163924;0.00904317;0.0202993;-43.0841;-0.00641599;15.001;-25.0012
9.68;-10.4624;21.545;8.96112;0.0489306;-17.7182;2.65583;-20.0294;-2.97967;12.1832;-24.4034;-10.7056;-0.205119;-44.509;68.1914;-43.4712;2.58289;0.0551185;8.9749;-11.9676;0.162804;2.65804;-10.4444;21.3487;-10.6836;-20.5499;-0.185145;68.193;12.2014;-24.7072;0.108955;-0.0314344;0.125348;-20.1681;-0.192716;-15.0225;-25.0072;-0.0109662;0.0162285;0.0175399;-43.5221;0.137396;15.0043;-25.0111
9.685;-10.1234;21.7638;8.67195;0.0488733;-17.9304;2.66488;-19.8111;-3.01972;11.798;-22.7434;-10.3708;-0.204661;-45.723;67.7442;-43.6645;2.53265;0.093564;8.95812;-11.9872;0.0825633;2.65216;-10.5142;21.2794;-10.7109;-20.836;-0.195857;68.1944;12.1838;-24.3844;-0.107304;0.136003;0.234876;-19.9946;-0.21602;-15.026;-24.9912;-0.0135065;-0.0148539;0.0319653;-43.4718;-0.0934146;15.0117;-24.9978
9.69;-9.76629;21.9838;8.3673;0.0487014;-18.1419;2.67594;-19.591;-3.05725;11.3914;-21.1005;-10.017;-0.203686;-46.8489;67.2258;-43.8601;2.48423;0.132181;8.36687;-12.0006;0.0670178;2.67142;-9.79838;22.133;-10.0193;-21.7204;-0.212;67.2209;11.4188;-21.3723;0.0961417;-0.161304;-0.194643;-19.5903;0.397162;-15.0526;-25.0006;0.0302441;-0.0328731;-0.0189347;-43.8958;0.0621274;14.9958;-25.0107
9.695;-9.39244;22.2048;8.04817;0.0483003;-18.3532;2.68826;-19.3701;-3.09202;10.9648;-19.4869;-9.64557;-0.202197;-47.8871;66.6491;-44.0574;2.43788;0.170913;8.11749;-12.0504;0.0860877;2.70058;-9.44772;22.2361;-9.63545;-22.1056;-0.202812;66.6452;10.8494;-20.176;0.198731;-0.128857;0.134118;-19.3513;-0.420375;-15.0463;-24.9716;0.0266924;0.0114474;-0.00852784;-44.1079;-0.0858455;15.0036;-25.0143
9.7;-9.00323;22.4262;7.71579;0.0477274;-18.5645;2.70104;-19.1491;-3.12411;10.5196;-17.9148;-9.25762;-0.200306;-48.8393;66.0278;-44.256;2.39382;0.209531;8.04369;-11.9814;0.0729737;2.685;-9.36669;22.2999;-9.65307;-22.919;-0.226578;66.648;10.9593;-19.4546;0.0721268;-0.136591;0.179415;-19.3941;-0.177439;-14.9077;-24.9764;0.0256815;-0.0277507;-0.0197546;-44.0618;-0.0448081;14.9961;-25.0018
9.705;-8.60004;22.6478;7.37139;0.0470398;-18.7765;2.71341;-18.9287;-3.15322;10.0575;-16.3962;-8.85466;-0.198072;-49.7084;65.3768;-44.4554;2.35216;0.248033;7.37969;-11.9701;-0.115234;2.71243;-8.82484;22.2248;-8.82865;-23.8268;-0.196071;65.3751;10.0451;-16.4709;0.0889837;0.213676;0.20343;-18.9258;-0.157495;-14.9939;-25.0024;-0.0347552;0.0409538;-0.0210356;-44.4881;0.0549967;14.9736;-25.0027
9.71;-8.18459;22.8689;7.01633;0.0461231;-18.9894;2.72453;-18.7099;-3.17946;9.58014;-14.9429;-8.43806;-0.195493;-50.498;64.7119;-44.655;2.31315;0.28625;7.35177;-12.0784;0.0427297;2.70172;-8.5225;22.7406;-8.8812;-24.1708;-0.210449;65.3771;10.0539;-16.3921;0.0385496;-0.219529;0.220943;-18.9281;0.10177;-15.0124;-24.9959;0.0222391;0.00904317;0.020955;-44.4591;-0.0354746;15.0033;-25.001
9.715;-7.75836;23.0892;6.65198;0.0450345;-19.2037;2.73335;-18.4936;-3.2026;9.08952;-13.5666;-8.00961;-0.192571;-51.213;64.0492;-44.8544;2.27693;0.324008;6.59714;-12.1111;0.132506;2.72243;-8.1743;22.7884;-8.01675;-25.3875;-0.190071;64.0546;9.0827;-13.5699;-0.0587222;-0.347524;0.324079;-18.4789;-0.00954084;-14.998;-24.9999;0.0211736;0.0241516;-0.0100539;-44.8615;0.0225943;15.0065;-25.0004
9.72;-7.3232;23.3082;6.27985;0.043774;-19.4199;2.73902;-18.2805;-3.22272;8.58749;-12.2786;-7.57084;-0.189363;-51.8587;63.4055;-45.0529;2.24376;0.361193;6.56171;-12.1602;0.0433307;2.73388;-7.61217;23.1291;-7.57771;-25.6943;-0.199742;63.5871;8.80698;-13.1359;-0.0832889;0.379321;0.427788;-18.2234;-0.23607;-14.9596;-24.9922;0.0314462;-0.0237775;0.0139336;-44.9515;0.0500789;14.9978;-25.0072
9.725;-6.88088;23.5253;5.90141;0.0423416;-19.6386;2.74046;-18.0717;-3.23962;8.07607;-11.0898;-7.12358;-0.185868;-52.441;62.7976;-45.25;2.21374;0.39769;6.21744;-11.9986;-0.0734084;2.74314;-7.61647;23.5919;-7.12734;-26.798;-0.193821;62.9762;8.17981;-11.8297;0.101852;-0.351495;0.350689;-18.3156;0.0774543;-14.9967;-25.0026;0.0373748;-0.0221619;0.0216927;-45.1641;0.0596412;14.9989;-25.0057
9.73;-6.43323;23.74;5.51833;0.04068;-19.8602;2.73673;-17.8678;-3.25337;7.55749;-10.0105;-6.66974;-0.182086;-52.9662;62.2422;-45.445;2.18704;0.433385;5.49765;-12.1456;-0.0465684;2.73074;-6.33116;23.3505;-6.67556;-27.492;-0.197553;62.2416;7.54239;-9.98854;-0.0871774;-0.431473;0.395359;-17.926;-0.231819;-14.9872;-24.9809;-0.0286059;0.0303534;-0.0148462;-45.4426;-0.10807;14.9973;-25
9.735;-5.98225;23.952;5.13227;0.0389038;-20.0852;2.72694;-17.6699;-3.26391;7.03392;-9.05084;-6.21126;-0.178075;-53.4406;61.7556;-45.6373;2.16395;0.468107;5.53193;-12.0904;0.0733562;2.73404;-6.53681;23.8485;-6.60824;-28.1415;-0.170486;62.2448;7.53703;-10.0083;0.0633022;0.17723;0.484015;-17.918;0.183978;-15.0227;-25.0091;0.0451066;-0.0138312;0.0118026;-45.481;0.0632475;15.0055;-24.997
9.74;-5.52996;24.1608;4.74495;0.0368985;-20.3138;2.7102;-17.4788;-3.27113;6.50771;-8.21994;-5.75015;-0.173835;-53.8704;61.3531;-45.8264;2.14447;0.501739;4.76627;-12.0111;-0.0355126;2.71158;-5.64036;24.3147;-5.76248;-29.3215;-0.146055;61.357;6.50275;-8.2116;-0.0758576;-0.463413;0.598516;-17.4477;-0.246238;-15.0832;-25.0039;-0.0215451;0.0414183;0.0136331;-45.851;-0.0200962;14.9808;-25.0091
9.745;-5.07824;24.3661;4.35797;0.0347212;-20.5466;2.68585;-17.2952;-3.27514;5.98122;-7.52626;-5.2884;-0.169366;-54.2615;61.0491;-46.0114;2.12882;0.534169;4.53344;-12.1083;0.0638213;2.6956;-5.36643;24.5302;-5.52747;-29.58;-0.165781;61.0506;6.16154;-7.77066;-0.118787;-0.510349;0.426614;-17.4672;-0.191318;-15.0088;-24.9743;-0.029747;-0.0370082;0.013797;-45.8165;0.0652966;15;-25.0072
9.75;-4.62927;24.5675;3.97323;0.0323721;-20.7836;2.65342;-17.1201;-3.27589;5.45679;-6.97731;-4.82826;-0.164725;-54.6187;60.8561;-46.1919;2.11719;0.565223;3.99093;-12.2644;0.0956773;2.67746;-4.59567;24.0423;-4.87038;-30.7576;-0.161568;60.8577;5.36233;-7.0072;0.45612;0.106879;0.509232;-17.061;-0.332527;-15.0265;-24.9833;-0.0349252;0.031856;0.0113108;-46.1857;0.107015;14.998;-24.9981
9.755;-4.185;24.765;3.59233;0.0299084;-21.0251;2.61263;-16.9541;-3.27331;4.93683;-6.57968;-4.37173;-0.159855;-54.9467;60.785;-46.3671;2.10963;0.594845;3.80963;-12.2368;-0.107542;2.60629;-4.20748;24.7794;-4.34898;-31.128;-0.161445;60.7875;4.97527;-6.58593;0.10524;-0.374813;0.576905;-16.937;-0.458153;-14.9971;-25.0033;0.0222937;-0.0431062;0.0156275;-46.3593;0.105677;14.922;-24.9981
9.76;-3.74749;24.9585;3.2171;0.0272728;-21.2712;2.56347;-16.798;-3.26758;4.42381;-6.33869;-3.92098;-0.154813;-55.2485;60.8444;-46.5365;2.10625;0.622862;3.50717;-12.437;0.0556524;2.55864;-3.65968;24.2981;-4.14874;-32.1306;-0.157179;60.8406;4.66972;-6.26534;0.592314;-0.0914844;0.593352;-17.0689;-0.196351;-14.9804;-24.9976;-0.0271548;-0.0565322;-0.00749882;-46.5524;-0.0621891;14.9883;-25.0076
9.765;-3.31869;25.1481;2.8492;0.0244653;-21.5216;2.50612;-16.6525;-3.25864;3.92006;-6.25848;-3.47803;-0.149657;-55.526;61.0403;-46.6995;2.10717;0.649218;2.85155;-12.1203;-0.0754099;2.49291;-3.62859;25.2575;-3.4312;-32.8535;-0.129775;61.036;4.05948;-6.23961;0.261897;0.0998847;0.628213;-16.6168;0.478988;-14.9916;-24.9856;-0.0495572;-0.122469;-0.0323616;-46.6803;-0.0737683;14.9956;-25.0068
9.77;-2.90048;25.3343;2.49025;0.0215432;-21.776;2.4412;-16.5181;-3.24655;3.42789;-6.34184;-3.04504;-0.144385;-55.7797;61.3759;-46.8555;2.11238;0.673741;2.82778;-12.1968;0.103628;2.50346;-3.43187;25.191;-3.4952;-33.4866;-0.145031;61.0404;3.95244;-6.25901;0.285338;-0.295153;0.696215;-16.6112;-0.265579;-14.991;-25.0012;-0.053282;-0.0658312;-0.0361934;-46.6553;0.0564447;15.0119;-24.9994
9.775;-2.49466;25.5172;2.14177;0.0185638;-22.0342;2.36935;-16.3953;-3.23142;2.94947;-6.59022;-2.62386;-0.139114;-56.0087;61.852;-47.004;2.12189;0.696487;2.15367;-12.1647;0.125266;2.36109;-2.73729;25.6414;-2.57361;-34.7963;-0.124795;61.862;2.90917;-6.62577;0.0781374;0.542536;0.772358;-16.4052;0.0225396;-15.0501;-24.9999;-0.0417097;-0.0640342;0.00770445;-46.9986;0.0745857;15.0007;-25.0017
9.78;-2.10304;25.6976;1.80533;0.0154699;-22.2956;2.29166;-16.2845;-3.21332;2.48698;-7.00389;-2.21643;-0.133786;-56.2107;62.4662;-47.1445;2.13576;0.717229;2.13692;-12.2076;-0.13862;2.35483;-2.78716;25.6;-2.59812;-34.9409;-0.167016;61.8636;3.00695;-6.597;-0.0710109;0.545322;0.727661;-16.3778;0.0212009;-15.0222;-24.9777;0.0437132;-0.0305774;-0.0156469;-47.0097;-0.020584;14.9977;-24.9964
9.785;-1.72701;25.8773;1.48213;0.0123759;-22.5582;2.2123;-16.1862;-3.19235;2.04145;-7.55531;-1.82355;-0.127884;-56.3624;63.1189;-47.2768;2.15392;0.736022;1.47059;-12.194;-0.0875643;2.23549;-1.70712;25.6273;-1.85318;-36.2056;-0.114124;62.943;2.09362;-7.48976;0.174361;0.365798;0.717279;-16.1842;-0.042521;-14.9992;-24.9992;-0.0265252;-0.0222705;-0.0134418;-47.2828;0.0236871;15.0079;-24.9976
9.79;-1.36754;26.0597;1.17302;0.00939651;-22.819;2.13742;-16.0999;-3.16874;1.61339;-8.21272;-1.44569;-0.120493;-56.4398;63.697;-47.4008;2.17621;0.752809;1.13029;-12.0368;0.189579;2.11422;-1.12304;25.5989;-1.39423;-36.7815;-0.108671;63.6968;1.70192;-8.23527;0.0819623;-0.399811;0.739655;-16.0191;0.0524285;-15.0078;-24.9813;0.0198895;0.0269109;-0.00338855;-47.4135;0.0137423;15.0106;-25.0059
9.795;-1.02519;26.245;0.878516;0.00653172;-23.0775;2.06769;-16.0257;-3.14262;1.2047;-8.9747;-1.08455;-0.112242;-56.4439;64.2019;-47.5165;2.20245;0.767706;1.13602;-12.1279;-0.0967446;2.12949;-1.30411;25.7854;-1.37499;-37.4662;-0.101934;63.6912;1.59108;-8.24346;0.248701;0.316047;0.73236;-16.1016;-0.125675;-15.012;-25.0215;-0.0169893;-0.0211126;-0.00803288;-47.403;0.010819;14.9964;-24.9997
9.8;-0.700498;26.4329;0.599085;0.00383882;-23.3342;2.00254;-15.9631;-3.1142;0.817553;-9.8386;-0.742324;-0.104851;-56.3759;64.6352;-47.6239;2.23247;0.780598;0.61469;-12.1267;-0.0342368;2.00463;-1.13554;26.4489;-0.74848;-38.3625;-0.100019;64.6372;0.823065;-9.7956;0.132041;-0.15628;0.759818;-15.9031;0.0773997;-14.9779;-24.9807;-0.0057136;-0.0110949;-0.00541604;-47.6201;0.0269109;14.9878;-25.0032
9.805;-0.393908;26.6233;0.335066;0.00120321;-23.5892;1.94158;-15.9119;-3.08366;0.453897;-10.8001;-0.420952;-0.100497;-56.2376;64.9984;-47.7231;2.26599;0.791598;0.617121;-12.002;-0.0511125;1.9931;-1.09901;26.4961;-0.694395;-38.9147;-0.0557783;64.6549;0.801809;-9.826;0.098546;-0.206332;0.85197;-15.9638;0.102945;-15.0015;-24.9944;-0.0209121;-0.0138278;0.00693947;-47.6223;0.0661435;15.0111;-24.9956
9.81;-0.105825;26.8159;0.0869177;-0.0013178;-23.8428;1.88417;-15.8718;-3.05117;0.115623;-11.8537;-0.122269;-0.101012;-56.0314;65.2935;-47.8141;2.30289;0.800709;0.107999;-12.0757;-0.0830417;1.89346;-0.796689;26.5305;-0.0735772;-40.2534;-0.0741918;65.2991;0.115266;-11.8404;-0.0155252;-0.330751;0.77591;-15.8594;-0.0644154;-15.0098;-24.9969;-0.0133245;-0.0501497;-0.0182254;-47.8762;0.0306812;14.9987;-24.9974
9.815;0.163236;27.0105;-0.145073;-0.00383882;-24.0952;1.83003;-15.8425;-3.01691;-0.196066;-12.9924;0.152349;-0.107888;-55.7601;65.5228;-47.8971;2.343;0.807985;0.141822;-11.9885;0.0827819;1.88325;0.524722;26.8265;-0.086283;-40.4346;-0.08607;65.3048;0.0828639;-11.8752;0.0894755;0.219194;0.867489;-15.8804;0.077427;-15;-25.0001;0.0112015;0.0352984;0.0168296;-47.8715;-0.0361479;15.0083;-25.009
9.82;0.412931;27.207;-0.360448;-0.00635983;-24.3467;1.77869;-15.8238;-2.9811;-0.480253;-14.2084;0.401987;-0.121811;-55.4271;65.6888;-47.972;2.38608;0.813428;-0.30995;-11.9974;-0.0425531;1.78809;-0.439426;27.1337;0.408855;-41.7004;-0.153745;65.6904;-0.459855;-13.6981;-0.149824;-0.175831;0.831726;-15.8329;0.0515543;-15.0101;-25.0049;-0.00579152;0.0217746;0.00740392;-47.9596;-0.0496903;15.01;-24.999
9.825;0.642687;27.405;-0.558748;-0.00888085;-24.5974;1.72976;-15.8155;-2.9438;-0.73648;-15.4925;0.626186;-0.142896;-55.0364;65.7945;-48.0388;2.43192;0.817095;-0.563612;-12.0377;-0.0299405;1.72899;0.58226;27.4095;0.651026;-42.1645;-0.135328;65.793;-0.712608;-15.405;0.115075;0.136686;0.873089;-15.8007;-0.0305716;-14.9996;-24.9993;-0.02198;0.0195617;-0.0241604;-48.03;0.0259274;15.0023;-25.0077
9.83;0.852103;27.6045;-0.739631;-0.0114019;-24.8473;1.68301;-15.8173;-2.90518;-0.964861;-16.8351;0.824715;-0.170741;-54.5927;65.8436;-48.0977;2.48039;0.818986;-0.583593;-11.9816;0.0244794;1.73099;0.643814;27.3912;0.629443;-43.026;-0.154971;65.8002;-0.727119;-15.5034;0.064477;-0.275967;0.788969;-15.7741;-0.112448;-14.9889;-25.0056;-0.00997733;0.00603789;-0.0109505;-48.0184;-0.0255364;14.9957;-24.9974
9.835;1.04066;27.8054;-0.902638;-0.0139229;-25.0969;1.63803;-15.829;-2.86536;-1.16545;-18.2256;0.997863;-0.204489;-54.1012;65.8404;-48.1487;2.53133;0.819158;-0.898456;-11.9103;-0.0225388;1.63867;1.04133;27.8395;0.999967;-43.9337;-0.193839;65.855;-1.09567;-17.9738;-0.084555;0.0762796;0.886094;-15.8154;0.0510352;-15.0068;-24.9994;-0.0115743;-0.0377555;-0.00295246;-48.1572;-0.0314934;15.006;-24.9984
9.84;1.20797;28.0075;-1.04737;-0.0164439;-25.3462;1.59454;-15.8504;-2.82457;-1.33889;-19.6529;1.14586;-0.243163;-53.5678;65.7896;-48.1918;2.5845;0.817668;-0.906669;-11.9401;-0.0408932;1.63788;1.02144;27.8498;0.999448;-44.3612;-0.202428;65.841;-1.15488;-18.2238;-0.0514892;-0.084615;0.814404;-15.8287;-0.0318048;-14.9909;-25.0014;0.0137697;0.0269929;-0.00698743;-48.136;-0.0192663;14.9984;-24.9992
9.845;1.35361;28.2106;-1.17353;-0.0189649;-25.5953;1.55231;-15.8813;-2.78291;-1.48556;-21.1058;1.26939;-0.285333;-52.9989;65.6971;-48.227;2.63979;0.81446;-1.17797;-12.0073;-0.0253479;1.551;1.35071;28.2215;1.27954;-45.6166;-0.289672;65.7054;-1.47332;-21.1451;0.046254;-0.200838;0.808804;-15.8763;0.0205179;-14.9999;-25.0035;-0.0190657;-0.0163028;-0.0150119;-48.2242;-0.00834329;14.9977;-24.9991
9.85;1.4772;28.4146;-1.28068;-0.0214286;-25.8444;1.51106;-15.9215;-2.74046;-1.60629;-22.5726;1.36908;-0.329623;-52.4019;65.5692;-48.2546;2.69697;0.809589;-1.28264;-11.9555;-0.0321262;1.51114;1.48081;28.4225;1.3515;-45.9534;-0.318333;65.5705;-1.55763;-21.5311;-0.0280314;-0.286077;0.809022;-15.8765;-0.0294275;-14.9888;-25.0023;0.0175672;0.0187967;0.0088246;-48.2269;-0.00688873;14.9971;-24.9996
9.855;1.57856;28.6194;-1.36868;-0.0238923;-26.0936;1.47044;-15.9706;-2.69737;-1.70163;-24.0419;1.4458;-0.374428;-51.7843;65.4136;-48.2745;2.75587;0.803172;-1.3614;-11.9637;-0.0329317;1.47029;1.57023;28.6207;1.42532;-46.9423;-0.432053;65.4106;-1.69156;-23.0343;0.0430302;-0.271615;0.785035;-15.9817;-0.0568583;-15.0021;-24.9921;0.0078957;0.0418827;0.0168569;-48.2632;-0.00559051;15.0018;-24.9984
9.86;1.6574;28.8249;-1.43726;-0.0262988;-26.3432;1.43016;-16.0284;-2.65383;-1.77244;-25.5022;1.50035;-0.418145;-51.1545;65.2382;-48.2871;2.81632;0.795208;-1.43213;-12.014;-0.0311243;1.43401;1.65386;28.8364;1.51179;-47.4596;-0.431496;65.2367;-1.77699;-24.6012;0.0184142;-0.276466;0.78916;-16.0224;-0.0401625;-14.9781;-25.0012;-0.00627113;0.0334952;0.0073766;-48.2804;0.0211736;15.0051;-24.9988
9.865;1.71354;29.0309;-1.48637;-0.0286479;-26.5932;1.39;-16.0945;-2.60999;-1.81937;-26.9424;1.53375;-0.459168;-50.5215;65.0524;-48.2924;2.87808;0.785697;-1.42395;-11.9422;-0.0294819;1.43355;1.66618;28.8408;1.49404;-48.2107;-0.415485;65.2353;-1.77529;-25.5271;-0.136032;0.25728;0.852189;-16.0358;0.00437132;-14.9956;-24.9995;-0.0221314;0.0140429;-0.0139353;-48.2942;0.00724;14.9984;-25.0001
9.87;1.74706;29.2373;-1.51582;-0.030997;-26.8438;1.3496;-16.1687;-2.56588;-1.84303;-28.3515;1.54681;-0.495952;-49.8943;64.866;-48.2907;2.94094;0.774754;-1.52996;-11.9973;-0.0341856;1.34932;1.7364;29.2346;1.53726;-49.1758;-0.509834;64.8671;-1.83793;-28.3221;-0.0799544;-0.186474;0.815497;-16.1678;-0.0136035;-14.9964;-25;0.00650234;0.0142341;0.00680287;-48.295;0.0291786;14.9957;-25.0045
9.875;1.75795;29.444;-1.52573;-0.0332316;-27.0951;1.30881;-16.2505;-2.52176;-1.84406;-29.7194;1.54057;-0.526949;-49.2825;64.6897;-48.2824;3.00476;0.762378;-1.52224;-12.0079;-0.0408692;1.34973;1.72804;29.2381;1.55343;-49.473;-0.496196;64.8642;-1.8485;-28.3538;-0.0754626;-0.157161;0.761785;-16.1627;0.021037;-15.0006;-24.9998;0.00521826;0.0065843;-0.00247574;-48.2891;-0.00658475;15.0002;-25.0005
9.88;1.74638;29.6509;-1.51622;-0.0354088;-27.3473;1.26727;-16.3394;-2.4777;-1.82298;-31.0366;1.51582;-0.550842;-48.6959;64.5345;-48.2676;3.06933;0.748741;-1.48429;-11.8726;-0.0590064;1.27317;1.75566;29.632;1.55922;-49.2238;-0.501356;64.5329;-1.83403;-30.0762;-0.041594;0.0869893;0.758288;-16.3309;0.0142068;-14.9992;-24.9979;-0.00953708;-0.00905873;-0.0113145;-48.2733;-0.0170216;15.0046;-25.0001
9.885;1.71263;29.8577;-1.48751;-0.0375287;-27.6005;1.22481;-16.4352;-2.43381;-1.78035;-32.2938;1.47348;-0.566426;-48.1443;64.412;-48.2467;3.13437;0.733844;-1.52369;-11.8952;-0.0574161;1.27238;1.74954;29.6494;1.51742;-49.2123;-0.535546;64.5408;-1.81885;-29.9911;-0.0210148;-0.0774715;0.757222;-16.3415;-0.0138542;-14.9998;-25.001;0.00489042;0.0073766;0.00232226;-48.2718;0.0340963;14.9987;-24.9952
9.89;1.65711;30.0652;-1.4399;-0.0394768;-27.8542;1.18241;-16.5371;-2.39038;-1.71607;-33.3897;1.41417;-0.571755;-47.6311;64.2946;-48.2202;3.19963;0.717744;-1.44979;-12.0054;-0.0378873;1.17905;1.66028;30.0235;1.40896;-48.1466;-0.570531;64.2919;-1.71635;-29.9936;0.0865522;-0.0672885;0.701734;-16.5353;-0.0327946;-14.9938;-24.9993;0.00475381;-0.00998251;-0.00715797;-48.2234;-0.0123565;14.9999;-25.0008
9.895;1.58062;30.274;-1.37407;-0.041253;-28.1078;1.1415;-16.6445;-2.34747;-1.63058;-34.2384;1.33912;-0.564421;-47.163;64.1634;-48.1886;3.265;0.700613;-1.3739;-12.0122;-0.043615;1.14051;1.56772;30.0177;1.34063;-47.5505;-0.575556;64.162;-1.64714;-29.9939;0.0647502;-0.151431;0.695395;-16.6436;-0.0160545;-15.0017;-25.0001;-0.00612861;0.0119118;-0.00362404;-48.1765;-0.00995883;14.9991;-24.996
9.9;1.48413;30.484;-1.29082;-0.0427999;-28.3612;1.10186;-16.7567;-2.30524;-1.52527;-34.8363;1.24945;-0.54368;-46.7507;64.0328;-48.1526;3.33009;0.682507;-1.37661;-12.1396;-0.0400281;1.14796;1.5737;30.007;1.33713;-47.1788;-0.561689;64.1659;-1.63616;-29.9433;-0.103693;0.253564;0.716241;-16.6462;-0.00886948;-15.0011;-24.9992;-0.0121775;0.0150264;0.0092071;-48.1794;0.00986279;15.0033;-25.0003
9.905;1.36857;30.695;-1.19095;-0.0441178;-28.6148;1.06301;-16.8729;-2.26393;-1.40123;-35.183;1.14609;-0.510219;-46.4037;63.9165;-48.1126;3.39466;0.6636;-1.19167;-11.9939;-0.042618;1.06349;1.3788;30.0059;1.1443;-46.5797;-0.521563;63.914;-1.44384;-29.9752;-0.0969093;-0.201114;0.650343;-16.8665;-0.0460508;-14.9939;-25.0008;0.0135784;0.0209004;-0.00655631;-48.1088;-0.0356529;15.004;-25.0006
9.91;1.23501;30.9067;-1.07544;-0.0452637;-28.8688;1.02456;-16.9924;-2.22359;-1.25965;-35.2817;1.02972;-0.465643;-46.1289;63.8261;-48.0694;3.45855;0.643947;-1.1638;-11.9799;-0.0524809;1.0622;1.36265;29.9612;1.18605;-46.4276;-0.519625;63.9103;-1.40029;-30.004;-0.122786;0.214304;0.68586;-16.9032;-0.0356287;-15.0012;-25.0024;-0.0161732;-0.0390262;0.00177585;-48.1091;0.0231407;15.0032;-24.9995
9.915;1.08472;31.1191;-0.945323;-0.0461804;-29.1233;0.986232;-17.1145;-2.18452;-1.10186;-35.1387;0.900862;-0.412186;-45.9316;63.7717;-48.0236;3.52151;0.623722;-0.925653;-12.0766;-0.0499147;0.984421;1.09455;29.974;0.909863;-45.9393;-0.408051;63.7737;-1.07828;-29.9981;-0.115694;0.0992017;0.655971;-17.1094;-0.0890672;-14.9933;-24.9983;-0.0129696;-0.0290122;-0.0176308;-48.0277;0.00666626;14.9965;-25.0004
9.92;0.91891;31.332;-0.801568;-0.0469825;-29.3785;0.947787;-17.2384;-2.1467;-0.92928;-34.7634;0.7602;-0.352369;-45.814;63.7609;-47.9758;3.58328;0.603038;-0.934066;-11.9951;-0.0447994;0.983766;1.10105;30.0097;0.901257;-45.9462;-0.409249;63.7716;-1.09252;-30.0016;0.114283;-0.123136;0.61917;-17.1239;-0.0466526;-14.9821;-24.9999;-0.00999948;-0.0182589;0.00426204;-48.0196;0.00617449;14.9958;-25.0005
9.925;0.739001;31.5455;-0.645437;-0.0474982;-29.6344;0.909112;-17.3631;-2.11038;-0.743413;-34.1682;0.608309;-0.289;-45.7769;63.7991;-47.9266;3.64367;0.582011;-0.619101;-11.996;-0.0461698;0.905902;0.778724;30.0072;0.589773;-45.7738;-0.290005;63.7972;-0.744063;-30.0028;-0.136799;0.157258;0.611575;-17.3731;-0.0633669;-14.9835;-25.0004;-0.0231533;-0.0132391;0.00721268;-47.9158;-0.0277449;15.0055;-25.0016
9.93;0.54643;31.7599;-0.478248;-0.047842;-29.8905;0.871125;-17.4882;-2.07565;-0.545971;-33.3983;0.445761;-0.225058;-45.7908;63.8586;-47.8768;3.7024;0.560811;-0.479688;-12.0041;-0.0506467;0.867243;0.539585;29.9913;0.50456;-45.7854;-0.201696;63.8528;-0.551373;-30.0325;0.119829;0.20302;0.635563;-17.5032;-0.100699;-15.0132;-25.0041;-0.00729636;-0.0241692;0.00491774;-47.9107;-0.0205258;15.0033;-25.0104
