Time;L.AnkleF;L.AnkleS;L.HipF;L.HipR;L.HipS;L.Knee;L.ShoulderF;L.ShoulderS;R.AnkleF;R.AnkleS;R.HipF;R.HipR;R.HipS;R.Knee;R.ShoulderF;R.ShoulderS;TorsoR;L.HipF_real;L.HipS_real;L.HipR_real;L.Knee_real;L.AnkleF_real;L.AnkleS_real;R.HipF_real;R.HipS_real;R.HipR_real;R.Knee_real;R.AnkleF_real;R.AnkleS_real;TorsoS_real;TorsoF_real;TorsoR_real;L.ShoulderF_real;L.ShoulderS_real;L.ElbowR_real;L.Elbow_real;Neck_real;HeadR_real;HeadF_real;R.ShoulderF_real;R.ShoulderS_real;R.ElbowR_real;R.Elbow_real
0.215;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.434154;7.05209;0.137478;19.629;-1.33043;10.3276;0.367737;-2.04138;0.0787931;19.618;1.0001;-10.2628;0.0315008;-0.0782413;0.189142;-18.1444;-0.01179;-15.005;-24.9986;-0.00480143;-0.0391535;0.00898853;-18.1775;0.100349;15.008;-25.0013
0.22;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.313642;6.87371;0.0424291;19.6005;1.47415;10.2555;0.397599;-2.08732;0.111496;19.625;0.905792;-9.74851;-0.0581203;-0.0764155;0.28277;-18.1331;-0.0776925;-14.9986;-25.0037;0.020955;-0.0535617;-0.0228994;-18.1346;-0.0351612;15.0042;-25.0048
0.225;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.628951;7.44351;0.174935;19.6329;1.48027;10.3854;0.23515;-1.6851;0.188295;19.6312;1.04322;-10.3209;0.0926447;0.0874811;0.105895;-18.175;-0.0102501;-14.9977;-25.0024;0.0103272;-0.015683;0.0110649;-18.1783;-0.0939866;14.9927;-25.0021
0.23;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.213648;7.11315;0.163679;19.628;-1.15824;9.9612;0.211189;-1.61261;-0.154172;19.6321;-0.666504;-10.3501;0.044888;0.0293971;0.0498057;-18.171;-0.0138438;-15.0023;-25.0005;0.00707608;0.00715804;0.00316921;-18.1675;-0.0599252;14.9979;-25.0017
0.235;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.552071;7.52012;0.167995;19.6319;-1.00509;9.96514;0.468005;-1.94457;-0.123174;19.631;0.572042;-10.2979;0.0549147;0.0872352;0.0740119;-18.1594;0.00767713;-14.9992;-25.0006;0.0233046;0.0348066;-0.0055406;-18.1721;-0.00990692;15.0002;-25.0004
0.24;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.286868;7.45818;0.153324;19.6214;0.543847;10.2929;0.275421;-1.80479;0.0604062;19.6441;-1.0413;-10.3389;0.0743671;0.0718809;0.0518821;-18.1729;0.0308178;-15.0003;-25.0009;-0.0100864;0.0299982;0.00530023;-18.145;-0.0215867;15.0032;-24.9948
0.245;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.359678;7.71994;-0.159151;19.6218;-0.197508;9.6778;0.256105;-1.75835;0.11054;19.6311;1.20422;-10.3588;0.0878636;-0.125101;-0.0912104;-18.1489;0.0371289;-15.0063;-24.9981;-0.0235025;-0.0615894;0.0073766;-18.157;-0.0216698;14.9868;-24.9956
0.25;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.0743682;7.59206;-0.172328;19.6239;0.652666;9.80534;0.22985;-1.67486;-0.0892105;19.6378;0.852353;-9.84876;0.105895;-0.0711743;-0.076823;-18.162;0.025299;-14.9961;-25.0018;-0.00724692;-0.0468624;0.00595592;-18.1969;0.00486309;14.9956;-24.9993
0.255;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.30102;7.85433;0.0882461;19.6453;-0.221744;9.87069;0.220342;-1.72851;0.111441;19.6345;0.869784;-9.72682;0.0708154;-0.132853;-0.0926445;-18.1814;-0.0788992;-15.0023;-24.9942;-0.0140107;0.0197529;-0.0106305;-18.1659;-0.0122324;15.0025;-24.9995
0.26;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.116496;7.79467;-0.0675925;19.6346;0.763369;10.3224;0.470081;-1.90379;0.132533;19.6318;-0.437647;-9.61353;0.0585484;0.0610346;-0.0595344;-18.1703;-0.0500259;-15.002;-25.0004;-0.0185862;-0.046313;0.00866068;-18.1626;-0.0397165;14.9983;-24.9991
0.265;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.360798;8.14325;-0.0490155;19.6322;-0.524557;10.3125;0.349214;-1.64349;-0.0709087;19.6349;-0.665463;-10.2818;0.0777549;0.0679467;0.140319;-18.1611;-0.0534829;-15.0001;-24.9974;-0.00862595;-0.0362278;-0.00797792;-18.1454;-0.0423385;15.0003;-25.0025
0.27;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.185207;7.83289;0.028878;19.6336;-0.467484;10.286;0.210752;-1.58153;-0.155257;19.635;0.363366;-10.0136;-0.073972;0.048549;-0.0612453;-18.1744;-0.0187663;-15.0004;-24.9967;-0.0055294;-0.00813945;0.0036883;-18.1539;0.00620181;15.0014;-24.9975
0.275;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.42519;8.31253;0.0961417;19.6317;0.394457;9.88659;0.301512;-1.58804;0.102863;19.6229;-0.745722;-9.56595;-0.100099;-0.093684;-0.0734359;-18.1771;-0.0132807;-15.0024;-25;-0.00426538;-0.0161452;0.00382491;-18.173;-0.0144412;15.0049;-24.9998
0.28;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.273126;8.19817;0.0314189;19.6394;-1.15965;10.3282;-0.13906;-1.47897;-0.133436;19.6377;-0.921583;-9.86513;-0.149856;-0.116069;0.173787;-18.1574;0.0521826;-15.0003;-25.0064;-0.0122061;-0.0110239;-0.0208096;-18.159;-0.0341313;14.9968;-24.9973
0.285;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.117042;8.11246;0.0368011;19.6361;0.761511;10.0657;0.498986;-1.54186;-0.0779408;19.6232;0.641819;-9.66499;-0.0411996;-0.0902556;-0.210468;-18.1549;0.00945298;-14.9908;-25.0022;-0.0173394;0.0133052;0.0118026;-18.1686;0.0728918;14.9921;-25.0015
0.29;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.44388;8.58006;0.122452;19.6123;0.905519;10.2867;0.471775;-1.78568;-0.0545218;19.6283;0.598734;-9.64127;-0.0328292;0.124091;0.0546961;-18.1887;-0.0735205;-15.002;-25.0023;-0.00843786;0.0595046;0.0149444;-18.1817;0.0339597;14.999;-25.0024
0.295;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.610058;8.72855;-0.0634654;19.6547;-1.1083;10.3756;-0.154707;-1.48191;0.158324;19.6324;0.654578;-9.71328;-0.117475;-0.0746966;-0.0520576;-18.1524;0.0156548;-15.0025;-25.0024;0.0122943;-0.130956;0.0111742;-18.1633;-0.00905055;15;-24.9969
0.3;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.474015;8.93055;-0.101429;19.6338;-1.27236;10.2233;0.332138;-1.25269;0.0754599;19.6383;0.584063;-9.62205;-0.04134;0.186136;0.0272115;-18.1655;0.0353804;-14.9737;-25.0016;0.0106551;-0.0250389;-0.00506661;-18.1589;0.0676189;14.9815;-24.9971
0.305;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.458524;8.92266;-0.0962668;19.6246;1.0021;10.3746;0.241297;-1.02535;-0.0824944;19.6368;0.7808;-9.80206;-0.0497314;0.11166;0.0532482;-18.1659;-0.0279482;-14.9964;-24.9974;0.00797766;0.029643;0.00366098;-18.1772;-0.0588949;15.0019;-25.0005
0.31;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.406276;9.34059;-0.145808;19.6336;0.49538;9.78223;-0.534896;-1.17232;-0.157123;19.6347;0.873772;-10.2865;-0.0576458;-0.233858;-0.232055;-18.1584;0.0589309;-15.0005;-24.9957;0.0167476;0.0268836;0.026146;-18.2251;0.076826;14.9803;-25.0021
0.315;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.317783;9.53672;-0.0341389;19.6346;-1.08779;10.2642;-0.283397;-0.685337;-0.0556652;19.6348;-0.743463;-10.1503;0.105567;-0.0957101;-0.0208054;-18.1732;-0.0283363;-14.9967;-24.9993;-0.0114598;-0.0441184;-0.010642;-18.1742;-0.109452;14.994;-25.004
0.32;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.592245;10.099;-0.259236;19.6273;1.199;10.3472;0.199086;-0.527704;-0.0266292;19.633;0.563272;-9.51152;0.0964423;0.0649414;-0.189741;-18.1495;0.0178131;-15.0046;-25.0008;0.0152723;-0.0205804;0.0125129;-18.1754;0.0422106;15.0213;-25.0007
0.325;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.610008;10.2594;-0.125774;19.6355;0.732633;10.2846;-0.121692;-0.238827;-0.137431;19.6266;1.05712;-10.3599;-0.135489;0.0729464;-0.0342983;-18.1641;0.0192884;-14.9996;-25.0051;-0.0169141;0.0550786;0.00439864;-18.1704;0.00330581;15.0008;-24.9997
0.33;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.582599;10.1817;-0.0422947;19.6331;0.472895;9.98929;-0.283893;-0.379374;-0.0465579;19.6324;1.05188;-10.1932;-0.076555;-0.142951;0.046336;-18.171;-0.0108409;-14.9987;-24.9996;-0.0253446;0.0196436;-0.00593164;-18.1801;-0.00743588;15.0017;-24.9981
0.335;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.352001;10.0555;0.127124;19.6365;0.616083;10.0484;-0.393356;-0.38764;0.0686297;19.6223;1.55103;-10.376;-0.0644059;-0.170455;0.0664714;-18.2065;0.00874264;-14.9971;-25.0066;0.010054;0.0406533;-0.035652;-18.206;0.0245067;14.9926;-24.9977
0.34;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.147068;9.86484;0.0200261;19.632;0.664222;10.2986;-0.162075;-0.25067;0.0886832;19.6292;0.835633;-9.61571;-0.0935228;0.0306812;-0.0410329;-18.1287;-0.000963341;-14.9995;-24.9886;0.011584;-0.0131881;0.00407079;-18.1787;0.0449426;15.0049;-25.0019
0.345;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.260588;9.99158;-0.0965162;19.6468;0.390414;10.1309;-0.328008;-0.338389;0.0518821;19.637;0.975624;-9.79467;0.0535487;-0.0985429;0.0478113;-18.177;-0.0417713;-15;-25.0013;-0.00370915;-0.0413378;0.0127588;-18.1715;-0.0366755;14.9989;-25.0012
0.35;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.267935;10.1374;-0.0644984;19.6318;0.539995;10.298;0.529312;-0.688877;-0.0551308;19.6358;0.971444;-10.2922;-0.0347322;0.0816071;-0.0853991;-18.1468;-0.00820102;-15.0045;-25.0001;0.0049997;0.0170208;0.0317467;-18.1532;0.0170208;14.9946;-25.0005
0.355;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.536662;10.256;-0.0797058;19.6339;-0.183448;10.1693;-0.39655;-1.19752;0.106059;19.6306;1.24137;-10.2397;0.0168842;-0.171619;-0.0593378;-18.171;0.0469371;-15.0052;-24.9959;-0.00893283;0.0229494;-0.010272;-18.1841;0.00535487;14.9946;-25.0011
0.36;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.367636;10.0574;-0.0960674;19.6476;0.0714711;10.145;-0.422707;-1.52997;0.0938741;19.655;-0.591162;-9.6008;-0.116198;-0.225232;0.160291;-18.1791;0.0942293;-15.0043;-24.9907;-0.0261638;-0.00924533;0.0135511;-18.1791;0.0561715;14.9984;-25.0017
0.365;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.253482;10.2127;-0.0502696;19.6347;0.119228;10.1962;0.0671544;-1.76436;-0.0693003;19.6528;1.14843;-9.81144;-0.0594237;0.1395;-0.0656231;-18.1882;0.0725639;-14.9999;-25.0016;-0.016155;0.0399976;0.0228402;-18.2075;0.0204086;15;-25.0031
0.37;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.0677965;10.1436;0.0225123;19.6283;-0.0320984;10.2102;-0.161625;-2.64563;-0.0560027;19.6313;0.445547;-10.1339;-0.00826923;-0.110487;-0.0241609;-18.1466;-0.00974998;-14.9936;-25.0006;0.00978083;-0.00596865;-0.00339425;-18.1553;-0.00335923;15.0032;-25.0002
0.375;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.0701597;10.2046;0.0202447;19.6319;-0.0187279;10.2139;0.0988465;-2.92285;-0.0466419;19.641;0.388556;-9.93911;0.0228402;0.0949123;-0.0226158;-18.1701;0.0234412;-15.0018;-25.0004;-0.00513475;0.00543683;0.00112015;-18.1698;0.0109829;14.9998;-25
0.38;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.042839;10.2132;-0.00885137;19.6291;0.0149718;10.2116;0.0753233;-3.91936;-0.0399428;19.6373;0.273535;-9.92334;-0.0428251;0.0241789;-0.0317364;-18.172;0.0162558;-15.0028;-24.9987;0.0102999;0.0106824;-0.00217432;-18.1509;0.00248619;14.9992;-24.9952
0.385;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.0700136;10.1958;0.0132506;19.6305;0.0117752;10.2111;-0.039256;-4.57061;-0.0361585;19.6283;0.293944;-10.0659;-0.039177;-0.0237924;0.0172667;-18.1687;-0.00546343;-15.0002;-24.9996;-0.00559363;0.00931638;0.00188513;-18.1719;-0.00558121;14.9995;-25.0003
0.39;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.0383669;10.2098;-0.00589771;19.6324;0.0137423;10.2114;-0.025742;-5.07334;-0.0299114;19.6385;0.665015;-10.2571;0.00357902;-0.0411071;-0.0127279;-18.1698;-0.0106827;-15;-24.9999;-0.00683273;0.00278672;0.000764981;-18.1722;0.00844211;14.9981;-25.0011
0.395;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.00830551;10.1819;0.00382491;19.6314;0.0157914;10.2122;0.032621;-6.51415;0.0271022;19.6328;-0.304616;-10.2867;-0.00869053;0.0248072;-0.0250283;-18.1702;0.00226762;-15;-24.9997;0.00418008;0.00174853;0.000491774;-18.1727;0.0106005;15.0002;-24.9981
0.4;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.0208937;10.2131;-0.0146775;19.6309;0.0163105;10.2144;-0.0577721;-7.18954;0.0298069;19.6384;-0.472528;-10.2567;0.0184415;-0.014206;-0.00888325;-18.1678;-0.0161567;-15;-25;0.00163924;-0.00776811;-0.00258385;-18.1673;-0.0276247;15.0035;-24.9993
0.405;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.0252086;10.2025;-0.00516045;19.6306;0.0167749;10.2067;-0.0623305;-7.69791;-0.0202101;19.6289;0.395004;-10.2298;-0.0180413;0.00967155;-0.0202438;-18.1659;-0.00948576;-14.9997;-24.9992;0.00245887;0.00524558;0.00136604;-18.1706;-0.0247051;15.002;-24.9998
0.41;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.00948923;10.2006;-0.0092085;19.631;0.0186601;10.209;-0.0196419;-8.96749;-0.0148431;19.6323;-0.165169;-10.151;0.0204086;-0.0254067;-0.00822462;-18.1701;0.000601057;-15.0012;-25;-0.00127699;-0.00101928;0.00193977;-18.1726;-0.00701274;15;-25.0006
0.415;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.0056255;10.2029;0.00830551;19.6306;0.0110922;10.2097;-0.0331513;-9.90278;-0.0319115;19.6294;0.252799;-10.2159;-0.0109256;0.00685751;-0.0105077;-18.1682;0.00456257;-15.0002;-25.0002;-0.000249134;0.000874264;-0.000735063;-18.1714;-0.00987498;14.9998;-25
0.42;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.0172127;10.2223;-0.00857718;19.6312;0.0183322;10.222;-0.0134129;-10.1978;-0.0145877;19.6276;-0.245987;-10.2065;0.0136057;0.038495;0.00502702;-18.1675;0.00169389;-14.9997;-25.0003;0.00265011;-0.00874849;-0.00163073;-18.1722;-0.0138512;14.9988;-24.9994
0.425;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.0525651;10.3363;0.0698319;19.6333;-0.0378598;10.2669;0.0489588;-10.3509;0.0640945;19.6218;0.20731;-10.2748;0.0538765;0.0939561;-0.070114;-18.1636;0.0293425;-14.9964;-24.9989;0.0244248;-0.012837;-0.00718423;-18.1615;0.0177312;14.9914;-25.0003
0.43;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.143789;10.2452;-0.0448714;19.6321;0.0679467;10.1933;0.182803;-10.3898;0.0588216;19.6256;0.617996;-10.2545;0.0452978;0.1083;-0.0913643;-18.1715;0.0240423;-14.9997;-25.0003;-0.0235759;0.0301075;-0.00637147;-18.1442;0.00341509;14.9988;-24.9953
0.435;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.0640125;10.3482;-0.0828461;19.6371;0.0560076;10.2695;0.145428;-10.3918;0.0848036;19.6308;0.819705;-10.3053;-0.0269441;0.190617;0.0250258;-18.1679;0.0158187;-14.9995;-24.9996;-0.0144507;0.0187147;0.00521826;-18.1707;0.0337958;14.994;-25.0014
0.44;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.0182776;10.2125;-0.0205953;19.638;0.0325937;10.2131;0.0313915;-10.2158;0.029643;19.6313;-0.199749;-10.2109;0.0162832;0.050598;-0.0483202;-18.1633;0.0352165;-15.0012;-24.9968;-0.00580843;0.0210916;0.00674823;-18.1679;0.0121577;15.0002;-24.9998
0.445;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.0553245;10.1402;-0.00726263;19.6316;0.0551879;10.1822;0.0782467;-10.1592;-0.0433782;19.6248;0.0396971;-10.2174;0.0126495;0.0530023;-0.0112947;-18.1696;-0.00466804;-15.0003;-25.0002;0.00461721;-0.00644484;0.00218566;-18.172;-0.00291587;14.9989;-25.0003
0.45;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.037856;10.1613;0.0105185;19.6331;-0.0403363;10.1898;-0.0741904;-10.1381;0.0290693;19.6303;-0.0332847;-10.1574;-0.0355978;-0.0825063;-0.0325816;-18.1708;-0.00665755;-14.9998;-25.0005;-0.00728585;0.00341509;-0.00146855;-18.1705;-0.00184125;15.0005;-25.0001
0.455;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.0315828;10.2156;-0.0271325;19.63;0.00898853;10.2006;0.0765254;-10.2249;0.0249985;19.6331;-0.213745;-10.077;0.0317194;0.0392326;-0.0499962;-18.1667;0.00825087;-15.0008;-24.9999;0.0021037;0.0127588;0.00363366;-18.1704;-0.00201526;15.0011;-25
0.46;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.0161969;10.1967;0.0402435;19.6297;0.046254;10.216;0.0893662;-10.2142;-0.0485784;19.6128;-0.392773;-10.2266;-0.0164663;0.0620454;-0.041991;-18.1694;-0.0173946;-15.005;-25.0002;-0.00397394;-0.025031;0.00404347;-18.1745;-0.0239663;14.9994;-25.0007
0.465;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.0645316;10.1985;0.0264465;19.6259;0.0365279;10.2054;-0.103349;-10.1768;0.0443416;19.6314;-0.380322;-10.222;-0.0570956;-0.0729196;0.0371836;-18.1586;-0.0110872;-15.0012;-24.9997;-0.00756708;0.0257361;-0.00644565;-18.1763;0.0369923;15.0007;-25.0017
0.47;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.0519914;10.1929;-0.0146537;19.6264;-0.0117942;10.2115;-0.0889071;-10.2275;0.0594773;19.6298;0.0429756;-10.2129;0.060051;-0.155782;-0.0983701;-18.1662;-0.0087978;-15.0002;-25.003;0.012349;-0.025445;-0.00820619;-18.1745;-0.0294075;14.9953;-25.0005
0.475;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;0.0288234;10.2117;-0.0301744;19.6312;0.0203813;10.2074;-0.0328191;-10.1606;-0.030594;19.6334;-0.441994;-10.1818;-0.0577034;-0.0835397;0.0633842;-18.1705;-0.00986962;-15.0007;-25.0006;0.00797766;-0.0213476;-0.00594793;-18.1652;-0.0097466;14.9987;-24.9991
0.48;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.0151868;10.2084;-0.00505061;19.6321;0.0064477;10.2115;0.00180317;-10.2231;0.00245887;19.6315;-0.00730532;-10.2155;0.026829;-0.0581025;-0.0125771;-18.1694;0.00483577;-15.0003;-25.0005;0.00377027;0.00989011;0.00508166;-18.1691;0.00786838;14.9999;-25.0001
0.485;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.0133344;10.2126;-0.00451188;19.6309;0.00398883;10.2079;0.00991744;-10.2339;0.00688483;19.6308;0.0152177;-10.2103;-0.0290758;0.0555704;-0.0345282;-18.1744;0.00207638;-14.9987;-25.0004;0.00467185;0.00497238;0.00136604;-18.1769;-0.0050854;15.0017;-24.9997
0.49;-0;10.2107;-0;-0.00383882;10.209;19.6312;-18.1696;-0.981706;-0;-10.2092;-0;-0.00383882;-10.2103;19.631;-18.1711;0.958444;-0.00710468;-0.0296319;10.2043;-0.0184163;19.6256;0.0631383;10.2298;0.0179771;-10.2091;-0.00784083;19.6308;-0.0183259;-10.2081;-0.023052;-0.0635108;-0.0333948;-18.1705;0.00890657;-15.0002;-25.0002;0.00751321;-0.00553754;-0.00173515;-18.166;0.0078957;14.9988;-24.9992
