Time HeadF HeadR L.AnkleF L.AnkleS L.Elbow L.ElbowR L.HipF L.HipR L.HipS L.Knee L.ShoulderF L.ShoulderS Neck R.AnkleF R.AnkleS R.Elbow R.ElbowR R.HipF R.HipR R.HipS R.Knee R.ShoulderF R.ShoulderS TorsoF TorsoR TorsoS L.HipF_real L.HipS_real L.HipR_real L.Knee_real L.AnkleF_real L.AnkleS_real R.HipF_real R.HipS_real R.HipR_real R.Knee_real R.AnkleF_real R.AnkleS_real TorsoS_real TorsoF_real TorsoR_real L.ShoulderF_real L.ShoulderS_real L.ElbowR_real L.Elbow_real Neck_real HeadR_real HeadF_real R.ShoulderF_real R.ShoulderS_real R.ElbowR_real R.Elbow_real Yaw Pitch Roll R.FTS.Ankle_Fx R.FTS.Ankle_Fy R.FTS.Ankle_Fz R.FTS.Ankle_Tx R.FTS.Ankle_Ty R.FTS.Ankle_Tz L.FTS.Ankle_Fx L.FTS.Ankle_Fy L.FTS.Ankle_Fz L.FTS.Ankle_Tx L.FTS.Ankle_Ty L.FTS.Ankle_Tz
10778 0 0 -19.1246 -14.8485 -120 0 -53.8706 -0.107716 14.1554 68.5562 12.5667 2.5225 0 -28.3069 -12.2277 -120 0 -38.8416 -0.460887 11.2939 62.662 22.3182 -12.2317 0 0.00595876 0 -53.8436 14.1517 -0.104138 68.5926 -19.189 -14.8402 -38.8368 11.2913 -0.475227 62.6611 -28.2739 -12.1777 0.00726732 0.00950762 -0.00403142 12.5671 2.52337 0.00122943 -120 -0.000641038 -0.00136763 0.000327849 22.3189 -12.23 0.00207638 -120.001 -4.21391 6.1598 3.44064 -9.58003 -25.4611 -905.125 39.004 -25.4968 -0.80227 0.394532 0.427243 13.1814 0.00434258 0.344904 0.108481
10784 0 0 -19.0601 -14.8567 -120 0 -53.8974 -0.107888 14.1637 68.5188 12.5658 2.52159 0 -28.3016 -12.2296 -120 0 -38.8492 -0.46146 11.2941 62.6641 22.3182 -12.2325 0 0.00578687 0 -53.8653 14.1564 -0.108397 68.5577 -19.1063 -14.8499 -38.841 11.3219 -0.456301 62.6625 -28.2409 -12.2481 -0.0142977 -0.00933662 0.00969887 12.567 2.5222 0.00155728 -120 -0.00150573 0.00267743 -0.000755427 22.3188 -12.2298 0.00169389 -120 -4.20447 6.16193 3.44632 -6.23495 -12.6049 -914.893 39.2977 -26.036 -0.411243 -0.434422 0.274632 11.7127 0.00791646 0.236196 0.092797
10789 0 0 -18.9958 -14.8649 -120 0 -53.924 -0.10806 14.1721 68.4813 12.565 2.52067 0 -28.2964 -12.2315 -120 0 -38.8569 -0.46209 11.2944 62.6661 22.3181 -12.2333 0 0.00561499 0 -53.8982 14.1687 -0.106094 68.5184 -19.0652 -14.8569 -38.8525 11.2889 -0.467738 62.6645 -28.2651 -12.4622 0.0127315 0.0118026 0.0128954 12.5652 2.52157 -0.00193325 -120 -0.00121574 0.00497238 -0.0035141 22.3176 -12.2318 -0.00150678 -120 -4.18476 6.15317 3.42801 -21.367 -11.9612 -945.685 39.9573 -25.801 -0.386612 0.750923 -0.0451467 13.4072 0.00260456 0.345865 0.0614094
10795 0 0 -18.9317 -14.8731 -120 0 -53.9505 -0.108232 14.1804 68.4438 12.5642 2.51975 0 -28.2912 -12.2334 -120 0 -38.8645 -0.462663 11.2947 62.6681 22.3181 -12.2341 0 0.0054431 0 -53.9185 14.1714 -0.107104 68.4819 -18.9968 -14.8632 -38.8546 11.321 -0.474754 62.6672 -28.7315 -12.423 0.0112561 0.00609253 -0.0155653 12.5651 2.52045 0.00273208 -120 0.000655698 -0.00223301 0.000683019 22.3177 -12.2332 0.00152996 -120 -4.16603 6.15674 3.42831 -13.0266 -22.9009 -953.956 42.6885 -23.4513 -0.706434 1.61557 -0.622958 13.0676 0.000159165 0.334802 0.0281086
10801 0 0 -18.8677 -14.8813 -120 0 -53.9767 -0.108404 14.1887 68.4063 12.5634 2.51884 0 -28.2861 -12.2352 -120 0 -38.8721 -0.463294 11.295 62.6701 22.3181 -12.2349 0 0.00532851 0 -53.9449 14.1604 -0.101739 68.4431 -18.9378 -14.8898 -38.8647 11.2929 -0.464438 62.6692 -28.3857 -12.1905 0.00554611 0.0124309 0.0183049 12.5651 2.51917 -0.00135566 -120 0.000874264 -0.00304801 0.000573736 22.3189 -12.235 0.00120211 -120 -4.18176 6.16173 3.43219 -19.0737 -33.4688 -971.416 41.435 -22.5993 -1.01937 2.58669 0.471027 13.6257 0.004948 0.312465 0.0400979
10807 0 0 -18.804 -14.8894 -120 0 -54.0029 -0.108576 14.197 68.3688 12.5626 2.51798 0 -28.281 -12.2371 -120 0 -38.8796 -0.463867 11.2953 62.6721 22.318 -12.2357 0 0.00515662 0 -53.9771 14.163 -0.108937 68.4058 -18.8664 -14.8815 -38.874 11.3333 -0.459426 62.6688 -28.6497 -12.4767 -0.000551326 0.00519094 0.010819 12.5632 2.51925 0.000956226 -120 -0.00034495 -0.00224734 0.00161192 22.3187 -12.2344 -0.00379371 -120 -4.165 6.16709 3.43243 -13.3774 -28.9554 -956.364 39.3701 -22.2169 -0.877389 1.26347 0.182846 13.1924 -0.000484505 0.318448 0.0185293
10813 0 0 -18.7404 -14.8975 -120 0 -54.0288 -0.108747 14.2052 68.3313 12.5617 2.51706 0 -28.2759 -12.2389 -120 0 -38.8871 -0.464497 11.2956 62.6741 22.318 -12.2364 0 0.00498473 0 -54.0057 14.1719 -0.106957 68.366 -18.8023 -14.895 -38.884 11.3327 -0.486106 62.6697 -28.2877 -12.1846 -0.0113954 0.0209004 0.0128954 12.5631 2.51755 0.00185781 -120 0.0015846 -0.00169379 0.00259547 22.3168 -12.2346 -0.000864724 -120 -4.16014 6.16853 3.44971 -9.72602 -26.332 -972.264 38.459 -22.9276 -0.793783 0.921166 0.687799 13.5704 0.00087833 0.338707 0.0208839
10818 0 0 -18.6769 -14.9056 -120 0 -54.0546 -0.108919 14.2135 68.2938 12.5609 2.51614 0 -28.2708 -12.2407 -120 0 -38.8946 -0.465127 11.2959 62.676 22.3179 -12.2372 0 0.00481285 0 -54.025 14.2061 -0.109994 68.3311 -18.7377 -14.8981 -38.8895 11.3242 -0.469515 62.6734 -28.8488 -12.3528 -0.0102217 0.00412543 0.00491774 12.5629 2.5175 -0.000999359 -120 0.00237691 -0.00458951 -0.000224307 22.3179 -12.2368 0.00213102 -120 -4.14808 6.16857 3.45371 -8.42585 -18.7351 -979.109 35.6959 -24.6989 -0.565021 1.57063 1.43963 13.6183 0.00914321 0.334284 0.0325442
10824 0 0 -18.6137 -14.9136 -120 0 -54.0802 -0.109091 14.2216 68.2563 12.5601 2.51528 0 -28.2657 -12.2424 -120 0 -38.902 -0.4657 11.2962 62.6779 22.3179 -12.238 0 0.00464096 0 -54.0554 14.2144 -0.109592 68.2939 -18.6786 -14.904 -38.8942 11.3475 -0.458048 62.6775 -28.9084 -12.4913 0.0124583 0.0249712 -0.00885375 12.5613 2.51736 0.000901585 -120 -0.00145693 -0.000710662 0.00073766 22.3184 -12.2368 -0.00252015 -120 -4.14564 6.16701 3.46732 -4.80351 -14.6159 -967.267 35.2135 -25.7351 -0.442139 0.693206 0.126859 13.4468 0.0022655 0.318825 -0.0119733
10829 0 0 -18.5507 -14.9217 -120 0 -54.1056 -0.109263 14.2298 68.2189 12.5592 2.51437 0 -28.2607 -12.2442 -120 0 -38.9094 -0.46633 11.2965 62.6798 22.3179 -12.2388 0 0.00446907 0 -54.0777 14.2139 -0.111413 68.2571 -18.6219 -14.9147 -38.9012 11.3226 -0.461645 62.6798 -28.8468 -12.4434 0.0311457 0.0278398 0.0107371 12.5581 2.51463 0.00267743 -120 -0.00124879 -0.00556021 -0.000873705 22.3172 -12.2378 0.002896 -120 -4.14238 6.16867 3.45242 -1.09205 -14.6863 -969.937 34.6476 -26.3884 -0.443312 -1.51195 0.0951998 11.3223 0.00118472 0.198181 -0.0144157
10835 0 0 -18.4878 -14.9297 -120 0 -54.1308 -0.109435 14.2379 68.1814 12.5584 2.51345 0 -28.2556 -12.2459 -120 0 -38.9168 -0.466903 11.2968 62.6817 22.3178 -12.2396 0 0.00435448 0 -54.1069 14.2249 -0.108704 68.2188 -18.55 -14.9216 -38.9149 11.2886 -0.467471 62.6796 -28.6598 -12.1715 0.00756785 -0.00573985 0.00991744 12.5603 2.51479 -0.000594977 -120 0.00120211 0.00281404 -0.000570793 22.318 -12.2391 -0.000628572 -120 -4.11519 6.1531 3.44836 4.58677 6.00252 -970.662 35.8144 -28.73 0.188361 -1.51007 -1.51101 13.4525 -0.00093043 0.364845 -0.0656415
10840 0 0 -18.4251 -14.9376 -120 0 -54.1559 -0.109607 14.246 68.1439 12.5576 2.51259 0 -28.2507 -12.2477 -120 0 -38.9242 -0.467534 11.2971 62.6835 22.3178 -12.2403 0 0.00418259 0 -54.1308 14.2363 -0.109723 68.1814 -18.487 -14.9302 -38.9174 11.2896 -0.475093 62.6823 -28.2853 -12.2155 -0.00776611 -0.00453234 -0.00738921 12.5583 2.51212 0.000655698 -120 0.00101087 0.00073766 0.000327849 22.3182 -12.2394 -0.00138936 -120 -4.09931 6.13958 3.4516 0.897957 0.849511 -959.269 35.362 -27.6431 0.029047 -0.123318 -1.5484 13.492 0.000928969 0.332726 -0.0663687
10846 0 0 -18.3626 -14.9455 -120 0 -54.1807 -0.109779 14.254 68.1065 12.5568 2.51168 0 -28.2457 -12.2493 -120 0 -38.9315 -0.468164 11.2975 62.6854 22.3177 -12.2411 0 0.0040107 0 -54.1574 14.2435 -0.109872 68.1434 -18.4268 -14.9351 -38.9253 11.2886 -0.469656 62.6835 -28.5578 -12.3724 -0.00753874 0.00620181 -0.0077888 12.5571 2.51294 -0.00123742 -120 -0.000544494 0.00103819 0.00163924 22.3181 -12.2404 0.00172121 -120 -4.08535 6.13916 3.45807 -8.57992 -0.591378 -945.458 34.0714 -27.7723 -0.0146892 -0.76625 -2.0753 12.7456 -0.00295146 0.348503 -0.0810022
10852 0 0 -18.3003 -14.9535 -120 0 -54.2054 -0.109951 14.2621 68.0691 12.556 2.51082 0 -28.2407 -12.251 -120 0 -38.9387 -0.468737 11.2978 62.6872 22.3177 -12.2419 0 0.00383882 0 -54.1841 14.261 -0.105032 68.1066 -18.3598 -14.9516 -38.936 11.3507 -0.477345 62.6857 -28.536 -12.5804 -0.00560218 0.00724 -0.00266261 12.5579 2.51168 0.00073766 -119.999 0.000901585 0.00377027 -0.00213459 22.3179 -12.2405 -0.00196743 -120 -4.06949 6.13443 3.45322 -18.4412 15.0766 -945.604 34.3031 -27.8994 0.453004 1.32482 -1.3724 12.4467 -0.00131687 0.306568 -0.0573116
10857 0 0 -18.2383 -14.9613 -120 0 -54.23 -0.110122 14.2701 68.0317 12.5552 2.50996 0 -28.2358 -12.2526 -120 0 -38.9459 -0.469367 11.2981 62.689 22.3176 -12.2427 0 0.00366693 0 -54.2055 14.2553 -0.110382 68.0689 -18.306 -14.9504 -38.944 11.294 -0.464786 62.6875 -28.6627 -12.2056 -0.00982152 0.0108737 0.0117752 12.5576 2.50925 -0.000975402 -120 0.00215834 0.00202174 0.00311457 22.3191 -12.2418 -0.00197399 -120 -4.06504 6.14116 3.45673 -14.6114 15.3294 -945.697 35.2126 -28.3651 0.460015 0.191075 -1.09552 10.0272 -0.00059424 0.183962 -0.0479787
10864 0 0 -18.1764 -14.9692 -120 0 -54.2543 -0.110294 14.2781 67.9943 12.5544 2.50904 0 -28.2309 -12.2542 -120 0 -38.9532 -0.469997 11.2984 62.6908 22.3176 -12.2434 0 0.00355234 0 -54.2295 14.2651 -0.109389 68.0315 -18.2362 -14.9575 -38.9464 11.2904 -0.472762 62.691 -28.1846 -12.2482 -0.0102422 -0.0161101 0.0102999 12.5566 2.50996 0.00125676 -120 0.00240423 0.000382491 -0.00114551 22.3175 -12.2421 -0.000895037 -120 -4.04722 6.12124 3.44421 -29.403 12.8072 -915.445 36.273 -29.2131 0.383333 3.37098 -1.44128 12.3496 -0.000372595 0.302238 0.03696
10869 0 0 -18.1147 -14.9769 -120 0 -54.2785 -0.110466 14.286 67.9569 12.5536 2.50818 0 -28.226 -12.2558 -120 0 -38.9603 -0.47057 11.2988 62.6925 22.3176 -12.2442 0 0.00338045 0 -54.2542 14.2576 -0.107264 67.9941 -18.1758 -14.9752 -38.9573 11.3518 -0.472547 62.6911 -28.1517 -12.2151 -0.00603781 -0.00993427 -0.0154049 12.5543 2.50982 -0.00141343 -120 0.00139336 -0.00371943 -0.00267428 22.3171 -12.2428 0.00128408 -120 -4.02313 6.11752 3.45084 -29.1304 -0.557407 -898.83 36.0194 -29.1298 -0.0200721 2.68001 -0.347371 12.3996 0.00867412 0.296333 0.0958558
10875 0 0 -18.0532 -14.9847 -120 0 -54.3025 -0.110638 14.2939 67.9196 12.5528 2.50732 0 -28.2212 -12.2573 -120 0 -38.9675 -0.4712 11.2991 62.6942 22.3175 -12.2449 0 0.00320856 0 -54.2783 14.2894 -0.111927 67.9564 -18.1159 -14.9794 -38.9635 11.327 -0.476266 62.6935 -28.8119 -12.5106 0.00248619 0.00598325 -0.00542179 12.5551 2.50829 -0.00151184 -120 -0.00155047 -0.00258187 0.000956226 22.3175 -12.2433 0.000437132 -120 -4.0201 6.11902 3.44519 -33.9322 -5.3258 -890.246 34.8324 -29.3204 -0.161862 2.58268 -0.200494 12.2902 0.00368763 0.285168 0.0917641
10880 0 0 -17.992 -14.9925 -120 0 -54.3263 -0.110753 14.3018 67.8823 12.552 2.50646 0 -28.2163 -12.2589 -120 0 -38.9746 -0.471831 11.2995 62.696 22.3175 -12.2457 0 0.00309397 0 -54.3014 14.2809 -0.112146 67.9195 -18.0552 -14.9854 -38.9645 11.3214 -0.48396 62.6967 -28.5064 -12.1805 0.0136604 -0.0223017 0.0159553 12.5541 2.50627 0.000956226 -120 0.00114747 0.00180317 0.00404347 22.3183 -12.2435 0.00150264 -120 -4.01614 6.12003 3.42801 -28.8339 2.91398 -892.256 37.7769 -28.0626 0.0906957 1.51398 -0.656743 12.3035 -0.000555558 0.348528 0.0666063
10886 0 0 -17.9309 -15.0002 -120 0 -54.3499 -0.110925 14.3096 67.845 12.5512 2.50554 0 -28.2115 -12.2604 -120 0 -38.9816 -0.472461 11.2998 62.6976 22.3175 -12.2465 0 0.00292208 0 -54.3284 14.2816 -0.0996296 67.8825 -17.9889 -14.9865 -38.9731 11.3602 -0.478219 62.6966 -28.1355 -12.3344 0.0241789 0.0250531 -0.019319 12.5518 2.50348 -0.00117786 -120 -0.000694731 0.00756785 0.00106551 22.3189 -12.2464 -0.000534582 -120 -3.97204 6.10972 3.45694 -28.3621 -18.5228 -895.595 38.6481 -28.5642 -0.548787 1.52338 1.10944 13.1875 0.00980881 0.328299 0.10279
10894 0 0 -17.87 -15.0079 -120 0 -54.3734 -0.111097 14.3174 67.8078 12.5504 2.50469 0 -28.2067 -12.2619 -120 0 -38.9887 -0.473034 11.3002 62.6993 22.3174 -12.2472 0 0.0027502 0 -54.3561 14.2975 -0.113964 67.8452 -17.9311 -14.9986 -38.9876 11.3105 -0.469528 62.6946 -28.1507 -12.2193 -0.0181266 -0.0454886 0.0193704 12.5565 2.50433 0.00576468 -120 0.00295064 -0.00449013 0.00442596 22.3167 -12.2436 -0.00316189 -120 -4.01494 6.13644 3.46152 -19.8194 -36.9125 -892.415 36.3722 -25.4059 -1.10996 2.39255 1.44829 13.3698 0.00835048 0.306903 0.0918119
10900 0 0 -17.8094 -15.0156 -120 0 -54.3967 -0.111268 14.3251 67.7706 12.5496 2.50383 0 -28.202 -12.2634 -120 0 -38.9957 -0.473664 11.3007 62.701 22.3173 -12.2479 0 0.00257831 0 -54.368 14.3172 -0.106773 67.8074 -17.8692 -15.004 -38.9927 11.2973 -0.480907 62.7004 -28.26 -12.5544 0.00827819 -0.00949536 -0.00663695 12.5491 2.50485 -0.00133687 -120 -0.00110287 0.00295064 -0.0015417 22.3188 -12.2466 -0.000973877 -120 -3.98846 6.11052 3.45618 -0.321632 -11.3249 -907.041 37.1467 -23.5644 -0.339854 0.905115 -0.70814 12.308 -0.00190025 0.296819 0.00433664
10906 0 0 -17.749 -15.0232 -120 0 -54.4198 -0.111383 14.3329 67.7335 12.5488 2.50297 0 -28.1973 -12.2647 -120 0 -39.0027 -0.474237 11.3011 62.7026 22.3173 -12.2487 0 0.00246372 0 -54.3943 14.3196 -0.106994 67.7712 -17.8011 -15.0157 -38.9991 11.2986 -0.470818 62.7024 -28.3561 -12.183 0.00822355 0.00519094 -0.00397082 12.55 2.50389 -0.000756667 -120 0.000683019 0.00204906 0.000519094 22.3177 -12.247 -0.00154487 -120 -3.96922 6.10231 3.45804 -2.91559 -11.5602 -912.479 36.6588 -21.6744 -0.345363 -1.33906 -1.39746 12.0631 -0.00421467 0.368148 -0.0263548
10911 0 0 -17.6888 -15.0307 -120 0 -54.4427 -0.111555 14.3406 67.6963 12.5481 2.50216 0 -28.1927 -12.2661 -120 0 -39.0097 -0.474867 11.3015 62.7043 22.3173 -12.2494 0 0.00229183 0 -54.4209 14.329 -0.112055 67.7332 -17.749 -15.0217 -39.0055 11.32 -0.486462 62.7066 -28.4825 -12.2071 -0.0120476 0.0222664 0.00964423 12.5491 2.50318 0.00073766 -120 0.00112015 0.0059286 0.00415276 22.3183 -12.2486 0.00147532 -120 -3.9472 6.0745 3.46097 -3.10722 -1.56189 -932.689 38.0924 -24.0015 -0.040011 -0.946018 -1.05693 12.747 -0.00067011 0.324047 -0.0307777
10918 0 0 -17.6288 -15.0383 -120 0 -54.4655 -0.111727 14.3483 67.6593 12.5473 2.5013 0 -28.1881 -12.2674 -120 0 -39.0166 -0.475498 11.3018 62.7059 22.3172 -12.2502 0 0.00211994 0 -54.4428 14.3331 -0.109948 67.6957 -17.6941 -15.0295 -39.0069 11.2973 -0.47823 62.7045 -28.1469 -12.4875 -0.00820063 -0.0237938 0.0269929 12.5513 2.50179 0.000792302 -120 -0.00201241 0.00718536 -0.00203433 22.3166 -12.2497 -0.000441493 -120 -3.94317 6.07635 3.45294 -9.81014 -3.40712 -931.163 36.0539 -23.6972 -0.0997352 0.257667 -0.502024 12.8604 0.0059073 0.320916 -0.0220619
10923 0 0 -17.5691 -15.0458 -120 0 -54.4881 -0.111899 14.3559 67.6223 12.5465 2.50045 0 -28.1835 -12.2687 -120 0 -39.0234 -0.476128 11.3022 62.7074 22.3172 -12.2509 0 0.00200535 0 -54.4709 14.3362 -0.109537 67.6591 -17.6349 -15.0382 -39.0204 11.3071 -0.477734 62.7061 -28.6488 -12.3909 -0.0051812 0.0108737 -0.00642417 12.5494 2.50171 0.00128408 -120 -0.0011691 0.000874264 0.00142068 22.3179 -12.2507 0.00297796 -120 -3.92432 6.07332 3.45963 -1.58295 10.3375 -943.148 35.2253 -24.7145 0.30924 0.329226 -0.816641 13.1426 0.00222243 0.339351 -0.0390842
10929 0 0 -17.5095 -15.0533 -120 0 -54.5105 -0.112013 14.3635 67.5852 12.5457 2.49959 0 -28.179 -12.2699 -120 0 -39.0303 -0.476758 11.3026 62.7089 22.3172 -12.2516 0 0.00183346 0 -54.485 14.36 -0.107556 67.622 -17.5667 -15.0468 -39.0213 11.3239 -0.491428 62.7095 -28.4514 -12.3583 -0.0074741 -0.013004 -0.00869446 12.5467 2.5004 -0.00131558 -120 0.000437132 0.000819623 0.000819623 22.3181 -12.2495 -0.00120513 -120 -3.92808 6.06152 3.45132 -3.58961 4.07267 -945.448 35.1279 -25.5925 0.121125 0.624228 -0.740102 12.133 0.00368103 0.295681 -0.0399119
10934 0 0 -17.4502 -15.0608 -120 0 -54.5327 -0.112185 14.3712 67.5483 12.545 2.49873 0 -28.1744 -12.2712 -120 0 -39.037 -0.477388 11.303 62.7103 22.3172 -12.2524 0 0.00171887 0 -54.5128 14.3693 -0.109274 67.5832 -17.5151 -15.0529 -39.0359 11.3543 -0.477556 62.7102 -28.1679 -12.5491 -0.0114369 -0.025239 -0.00862357 12.5458 2.49892 0.00308725 -120 0.00292332 0.00207638 -0.00126141 22.3184 -12.2516 0.00117479 -120 -3.89012 6.0548 3.46219 -21.3476 14.0529 -963.801 35.1293 -26.6914 0.422173 0.694722 -1.50056 12.6271 -0.00595893 0.322273 -0.0642436
10940 0 0 -17.3912 -15.0682 -120 0 -54.5548 -0.112357 14.3787 67.5114 12.5442 2.49792 0 -28.1699 -12.2724 -120 0 -39.0438 -0.478019 11.3035 62.7118 22.3171 -12.2531 0 0.00154699 0 -54.5322 14.3726 -0.110099 67.5483 -17.4478 -15.0619 -39.0384 11.3381 -0.490473 62.712 -28.5573 -12.23 -0.0189668 -0.0220809 0.0247526 12.5456 2.49802 -0.00360555 -120 0.001448 0.00538219 0.000683019 22.3156 -12.252 -0.00108999 -120 -3.87464 6.04082 3.45901 -15.5967 4.50049 -970.981 35.4161 -25.9981 0.135483 0.996609 -1.3114 12.2484 -0.00116529 0.294002 -0.0583965
10946 0 0 -17.3324 -15.0756 -120 0 -54.5767 -0.112472 14.3862 67.4747 12.5434 2.49706 0 -28.1653 -12.2736 -120 0 -39.0506 -0.478649 11.3039 62.7132 22.317 -12.2538 0 0.00143239 0 -54.5528 14.3667 -0.113551 67.5114 -17.4041 -15.0668 -39.0427 11.3296 -0.473832 62.7127 -28.2617 -12.4836 -0.00713842 0.0133598 0.00770445 12.5422 2.49747 0.0035517 -119.999 0.00120211 -0.00813511 0.00139336 22.3156 -12.252 0.0015846 -120 -3.86061 6.03856 3.44122 -27.0561 -7.49756 -961.64 35.293 -21.9279 -0.225033 2.47936 -0.675832 13.109 0.00257975 0.321261 -0.0373559
10954 0 0 -17.2738 -15.0829 -120 0 -54.5984 -0.112644 14.3936 67.4379 12.5426 2.49626 0 -28.1608 -12.2748 -120 0 -39.0573 -0.479336 11.3043 62.7146 22.317 -12.2545 0 0.0013178 0 -54.5816 14.3745 -0.11008 67.4744 -17.3301 -15.0772 -39.0521 11.2977 -0.48287 62.7142 -28.1323 -12.2918 -0.0131691 -0.0091823 0.00764981 12.5486 2.4981 -0.00591807 -120 0.000546415 -0.0015095 -0.00103285 22.3182 -12.2546 0.00456257 -120 -3.85585 6.04942 3.45502 -18.9558 -7.18136 -954.158 36.7084 -18.4802 -0.210773 3.51126 1.30892 13.1572 0.0058852 0.285179 0.0253643
10960 0 0 -17.2154 -15.0902 -120 0 -54.62 -0.112815 14.4011 67.4012 12.5419 2.4954 0 -28.1562 -12.276 -120 0 -39.0639 -0.479967 11.3047 62.716 22.317 -12.2553 0 0.00114592 0 -54.5979 14.3985 -0.115116 67.4378 -17.2749 -15.0807 -39.0623 11.2987 -0.48691 62.7138 -28.1278 -12.2299 -0.011383 0.0165017 -0.00717052 12.541 2.4963 0.00221298 -120 -0.00240023 -0.00575555 -0.00178564 22.3167 -12.2545 0.00305992 -120 -3.83775 6.0215 3.4574 -15.1405 -26.2288 -947.308 35.7617 -17.7786 -0.783715 1.01904 1.16833 13.3287 0.00218487 0.342582 0.0248587
10965 0 0 -17.1573 -15.0975 -120 0 -54.6413 -0.11293 14.4085 67.3646 12.5411 2.4946 0 -28.1518 -12.2771 -120 0 -39.0706 -0.480597 11.3051 62.7174 22.3169 -12.256 0 0.00103132 0 -54.6104 14.3964 -0.113071 67.4006 -17.2015 -15.0872 -39.0625 11.3571 -0.483764 62.7133 -28.1797 -12.3683 0.011584 0.0217473 -0.00699544 12.5413 2.49592 -0.00127982 -120 0.000601057 0.00133872 -0.000705052 22.3172 -12.2554 -0.001321 -120 -3.81482 6.03269 3.483 -11.0966 -19.3777 -926.593 34.8091 -18.8883 -0.578399 0.123223 0.37291 12.0358 0.00283338 0.297271 0.00313848
10971 0 0 -17.0994 -15.1048 -120 0 -54.6625 -0.113102 14.4158 67.3281 12.5403 2.4938 0 -28.1472 -12.2782 -120 0 -39.0772 -0.481227 11.3055 62.7188 22.3169 -12.2567 0 0.000916732 0 -54.6408 14.4124 -0.112633 67.364 -17.1633 -15.0987 -39.0729 11.3025 -0.481882 62.718 -28.2995 -12.2167 0.0184142 -0.0105971 -0.00505778 12.5409 2.49441 -0.000384865 -119.999 0.000792302 0.00491774 0.00183049 22.3167 -12.2558 0.000464453 -120 -3.81183 6.00597 3.46063 -2.98171 -15.0661 -909.826 35.6588 -17.8699 -0.448928 0.352787 0.242512 12.8621 0.0051122 0.301315 0.00324936
10976 0 0 -17.0418 -15.112 -120 0 -54.6835 -0.113216 14.4231 67.2916 12.5396 2.49294 0 -28.1427 -12.2793 -120 0 -39.0838 -0.481915 11.3059 62.7201 22.3169 -12.2574 0 0.000744845 0 -54.6589 14.4086 -0.114122 67.3276 -17.1057 -15.106 -39.0763 11.3028 -0.48382 62.7216 -28.1216 -12.587 0.0167203 0.023168 -0.0113488 12.5413 2.49428 -0.000586206 -120.001 -0.000381808 0.00781374 -0.000789053 22.3178 -12.2567 -0.000984645 -120 -3.80576 6.00647 3.45132 2.67884 -2.72153 -909.804 36.4796 -15.1523 -0.0761765 -1.66836 0.142841 11.8372 0.00479506 0.30029 0.00157457
10982 0 0 -16.9844 -15.1192 -120 0 -54.7043 -0.113388 14.4304 67.2552 12.5388 2.49214 0 -28.1382 -12.2804 -120 0 -39.0903 -0.482545 11.3063 62.7215 22.3168 -12.2581 0 0.000630254 0 -54.6896 14.4127 -0.115016 67.2915 -17.0385 -15.1125 -39.0999 11.3002 -0.475488 62.7216 -28.4355 -12.5828 0.0056554 -0.0238398 -0.00426543 12.5466 2.49204 -0.00376965 -120 0.00254083 -0.00247459 0.0064477 22.3158 -12.2566 -0.00182531 -119.999 -3.80052 5.99123 3.4613 7.5903 -5.70366 -927.921 39.5747 -16.8663 -0.171272 1.13275 -0.653927 12.927 0.00520015 0.291291 0.109063
10987 0 0 -16.9272 -15.1263 -120 0 -54.7249 -0.11356 14.4377 67.219 12.5381 2.49134 0 -28.1338 -12.2815 -120 0 -39.0968 -0.483233 11.3067 62.7229 22.3168 -12.2588 0 0.000515662 0 -54.7049 14.4276 -0.113362 67.2551 -16.9862 -15.1194 -39.0878 11.3117 -0.48543 62.7193 -28.4298 -12.3514 -0.00494967 0.0146986 0.00554611 12.5386 2.4922 -0.00219924 -120 0.000792302 -0.000781768 0.00183049 22.317 -12.2568 -0.00161934 -120 -3.78442 5.9901 3.45474 8.54664 -14.2355 -928.933 39.8248 -18.2869 -0.427401 -1.00734 -1.27793 11.1503 0.00296774 0.24369 0.0887051
10993 0 0 -16.8703 -15.1334 -120 0 -54.7454 -0.113675 14.4449 67.1827 12.5373 2.49053 0 -28.1292 -12.2826 -120 0 -39.1033 -0.483863 11.3072 62.7243 22.3168 -12.2595 0 0.000343775 0 -54.724 14.4416 -0.112633 67.2195 -16.9317 -15.1273 -39.0956 11.2944 -0.487191 62.7257 -28.6096 -12.2265 -0.0106154 0.00958958 0.00305992 12.539 2.49113 -0.00171064 -120 -0.000543035 0.000983547 0.000245887 22.3163 -12.2595 0.00273208 -120 -3.74743 5.97397 3.45679 6.33146 -9.24601 -920.491 39.9326 -19.2188 -0.281834 0.649755 -2.30764 12.6894 -0.00123881 0.329102 0.0450449
10999 0 0 -16.8136 -15.1405 -120 0 -54.7656 -0.113847 14.4521 67.1465 12.5366 2.48973 0 -28.1248 -12.2836 -120 0 -39.1097 -0.48455 11.3076 62.7256 22.3167 -12.2602 0 0.000229183 0 -54.7325 14.4278 -0.115844 67.1819 -16.8708 -15.1338 -39.0959 11.2989 -0.480595 62.7248 -28.0925 -12.2083 0.0164471 0.0392873 0.018141 12.5383 2.48955 0.00213102 -119.999 -0.00334748 -0.00417227 -0.00439593 22.3109 -12.2572 -0.00183494 -120.001 -3.73481 5.95467 3.45605 -3.27847 -4.06793 -922.969 38.6684 -20.8687 -0.128855 0.31948 -2.13893 12.1905 -0.00392208 0.286339 0.0355832
